bssid,essid,lat,lon,encryption,manufacturer,channel,date_insert,date_update
1C:14:48:CD:FC:1C,"Fibertel WiFi181",-34.618050,-58.390102,WPA,Motorola,6,,
1C:14:48:CE:04:D6,CELIA,-34.612094,-58.363040,WPA,Motorola,1,,
1C:14:48:CE:0B:80,"Fibertel WiFi748",-34.608473,-58.366493,WPA,Motorola,6,,
1C:14:48:CE:AD:DF,"madero Home 2",-34.617252,-58.361454,WEP,Motorola,6,,
1C:14:48:D4:64:B9,Motorola,-34.603087,-58.374754,Open,Motorola,6,,
1C:14:48:D4:65:07,CARLOS,-34.611681,-58.361115,WPA,Motorola,1,,
1C:14:48:D4:76:02,"Fibertel WiFi526",-34.615641,-58.391670,WPA,Motorola,1,,
1C:14:48:D4:76:9F,"Fibertel WiFi714",-34.615795,-58.391670,WPA,Motorola,0,,
1C:14:48:D4:79:89,GARDEL,-34.603874,-58.408962,WPA,Motorola,1,,
1C:14:48:D4:7B:81,"Fibertel WiFi843",-34.617271,-58.359508,WPA,Motorola,11,,
1C:14:48:D4:7D:2A,"Fibertel WiFi344",-34.604454,-58.395058,WPA,Motorola,6,,
1C:14:48:D4:7E:1B,"maria WiFi692",-34.604519,-58.405979,WPA,Motorola,1,,
1C:14:48:D4:82:07,"FiberCorp WiFi472",-34.605293,-58.366863,WPA,Motorola,1,,
1C:14:48:D4:9E:5E,Ft-mauricio,-34.607716,-58.390325,WPA,Motorola,11,,
1C:14:48:D4:A8:DA,totawifi,-34.604036,-58.388728,WPA,Motorola,1,,
1C:14:48:D4:AA:8F,artecatura,-34.603660,-58.381475,WPA,Motorola,11,,
1C:14:48:D4:D0:54,"Fibertel WiFi880",-34.614436,-58.394737,WPA,Motorola,11,,
1C:14:48:DB:68:DE,Motorola,-34.611125,-58.395033,Open,Motorola,11,,
1C:14:48:DB:8A:CB,ftLAFUENTE,-34.616951,-58.391705,WEP,Motorola,11,,
1C:14:48:DB:AA:61,LUIS,-34.603871,-58.409342,WEP,Motorola,6,,
1C:14:48:DB:CD:59,"Fibertel WiFi559",-34.604380,-58.406914,WPA,Motorola,6,,
1C:14:48:DB:CE:58,"Fibertel Paula Pinilla",-34.604519,-58.405979,WPA,Motorola,11,,
1C:14:48:DB:E9:E3,"Fede Wifi",-34.611570,-58.359527,WPA,Motorola,11,,
1C:14:48:DB:ED:2B,Marcelo_Frosch,-34.604370,-58.392632,WPA,Motorola,11,,
1C:14:48:DB:ED:FF,-CANCUN-,-34.617920,-58.365662,WPA,Motorola,6,,
1C:14:48:DB:F8:9C,OSAKA,-34.617641,-58.380100,WPA,Motorola,1,,
1C:14:48:DC:04:BC,SINLIMITE,-34.604311,-58.393663,WPA,Motorola,11,,
1C:14:48:DC:06:30,viviana,-34.603317,-58.377752,WPA,Motorola,7,,
1C:14:48:DC:07:50,"Fibertel WiFi zelaya",-34.607048,-58.387850,WPA,Motorola,11,,
1C:14:48:DC:07:83,"ft- adrian",-34.606720,-58.390228,WPA,Motorola,1,,
1C:14:48:DC:09:CA,Rosso,-34.607896,-58.395026,WPA,Motorola,1,,
1C:14:48:DC:2E:D3,"Fibertel WiFi fernando",-34.606825,-58.387997,WPA,Motorola,0,,
1C:14:48:DC:31:EA,"ft cicas 464",-34.604282,-58.392013,WPA,Motorola,6,,
1C:14:48:DC:32:7D,"Fibertel WiFi494",-34.606628,-58.388954,WPA,Motorola,11,,
1C:14:48:DC:33:2B,"Fibertel WiFi319",-34.617806,-58.384853,WPA,Motorola,11,,
1C:14:48:DC:33:CA,ISABELLA,-34.617588,-58.391743,WPA,Motorola,1,,
1C:14:48:DC:35:21,"Fibertel WiFi pabloyami",-34.606333,-58.389114,WPA,Motorola,0,,
1C:7E:E5:8B:22:D2,Bartonet,-34.608596,-58.395194,WEP,D-LinkIn,6,,
1C:7E:E5:8B:23:C6,Algarra-wifi,-34.614219,-58.394718,WPA,D-LinkIn,6,,
1C:7E:E5:DD:A7:5C,ESTUDIO_SP,-34.603885,-58.385691,WPA,D-LinkIn,6,,
1C:7E:E5:DD:AA:38,Neomit,-34.603914,-58.409187,WPA,D-LinkIn,6,,
1C:7E:E5:DD:AD:BE,boutiquemiriam,-34.604519,-58.405979,WPA,D-LinkIn,6,,
1C:7E:E5:DE:AC:66,FPA,-34.618263,-58.391476,WPA,D-LinkIn,6,,
1C:7E:E5:DE:AF:80,ESTUDIO1,-34.604391,-58.395218,WPA,D-LinkIn,6,,
1C:7E:E5:DE:B4:E4,Campanita,-34.604454,-58.395058,WPA,D-LinkIn,8,,
1C:7E:E5:DE:B8:5A,MAO,-34.604406,-58.400026,WPA,D-LinkIn,1,,
1C:7E:E5:DE:C1:C2,"Arias Demarco",-34.604370,-58.393104,WPA,D-LinkIn,6,,
1C:AA:07:EC:F9:98,"Arnet 4 Rep",-34.602432,-58.367923,WPA,Cisco,6,,
1C:AF:F7:01:10:23,unique,-34.617222,-58.365833,Open,D-LinkIn,6,,
1C:AF:F7:15:73:1C,Soenergy,-34.604270,-58.367012,WPA,D-LinkIn,1,,
1C:AF:F7:17:0A:CC,dlink,-34.607716,-58.389671,WEP,D-LinkIn,11,,
1C:AF:F7:17:16:B4,Consultora_Arce,-34.607172,-58.387836,WPA,D-LinkIn,1,,
1C:AF:F7:2C:42:92,institutopinto1,-34.606515,-58.366711,WPA,D-LinkIn,1,,
1C:AF:F7:40:83:20,Desdemona,-34.604332,-58.400799,WPA,D-LinkIn,10,,
1C:AF:F7:41:FE:8C,APOLO,-34.603737,-58.386581,WPA,D-LinkIn,11,,
1C:AF:F7:42:5C:76,dlinkalita,-34.617188,-58.371770,WPA,D-LinkIn,1,,
1C:AF:F7:42:80:38,aleph,-34.603512,-58.380457,WPA,D-LinkIn,1,,
1C:AF:F7:42:A2:56,Home,-34.617168,-58.372635,WPA,D-LinkIn,1,,
1C:AF:F7:42:B7:60,seguros,-34.603066,-58.374220,WPA,D-LinkIn,11,,
1C:AF:F7:42:D8:5A,MELLIS-PC,-34.606720,-58.390228,WPA,D-LinkIn,6,,
1C:AF:F7:42:E5:1E,Hugowork,-34.604442,-58.400230,WPA,D-LinkIn,0,,
1C:AF:F7:42:F3:16,Regina,-34.610751,-58.395035,WPA,D-LinkIn,11,,
1C:AF:F7:42:FD:D4,"El Gato Negro",-34.604324,-58.392269,WPA,D-LinkIn,1,,
1C:AF:F7:42:FE:34,encargado,-34.604602,-58.366964,WPA,D-LinkIn,11,,
1C:AF:F7:43:10:60,"dlink impenetrable by Emanuel",-34.604424,-58.394951,WPA,D-LinkIn,11,,
1C:AF:F7:43:11:B2,"Estudio Fleicho",-34.603656,-58.386797,WPA,D-LinkIn,1,,
1C:AF:F7:43:15:36,golinet,-34.614788,-58.394543,WPA,D-LinkIn,1,,
1C:AF:F7:43:18:4E,tommy,-34.603565,-58.404327,WPA,D-LinkIn,0,,
1C:AF:F7:43:1C:12,VALOR-FOB,-34.603500,-58.379951,WPA,D-LinkIn,0,,
1C:AF:F7:72:79:C8,ATS-AR,-34.603472,-58.379661,WEP,D-LinkIn,11,,
1C:BD:B9:A7:0A:0C,Boca,-34.607607,-58.389049,WPA,D-LinkIn,11,,
1C:BD:B9:C8:E4:4E,dlink,-34.606489,-58.388987,Open,D-LinkIn,11,,
1C:BD:B9:C9:DC:77,Orvitur,-34.603346,-58.378514,WEP,D-LinkIn,1,,
20:37:06:62:28:B8,"Luz Y Fuerza SRL",-34.609911,-58.395144,WPA,Cisco,11,,
20:37:06:62:2A:90,VisitasD,-34.603112,-58.371769,WPA,Cisco,11,,
20:37:06:62:2C:A0,CMAP,-34.604702,-58.366947,WPA,Cisco,6,,
20:37:06:62:37:68,GL-P6-01,-34.603069,-58.374264,WPA,Cisco,11,,
20:37:06:62:3C:70,"Luz Y Fuerza SRL",-34.610023,-58.395122,WPA,Cisco,11,,
20:37:06:62:41:A0,"Espigon 4",-34.602416,-58.367915,WPA,Cisco,6,,
20:37:06:6C:CF:A0,TIWS-AMERICA,-34.603107,-58.371798,WPA,Cisco,11,,
20:37:06:D4:9F:B0,"Red Hat",-34.603785,-58.367132,WPA,Cisco,6,,
20:37:06:D4:9F:B1,"Red Hat Guest",-34.604095,-58.367045,WPA,Cisco,6,,
20:37:06:D4:A4:90,"Red Hat",-34.604053,-58.367054,WPA,Cisco,11,,
20:37:06:D4:A4:91,"Red Hat Guest",-34.603985,-58.367075,WPA,Cisco,11,,
20:AA:4B:42:89:F2,"Secretaria General Adjunta",-34.616946,-58.367115,WPA,Cisco-Li,6,,
20:AA:4B:8C:E1:F2,JohnDoe,-34.607922,-58.392246,WPA,Cisco-Li,10,,
20:AA:4B:9D:9C:BD,Starblack,-34.614883,-58.392139,WPA,Cisco-Li,0,,
20:AA:4B:A0:E5:76,GB,-34.612051,-58.364046,WPA,Cisco-Li,1,,
20:CF:30:03:2F:8A,Telecentro-83a8,-34.613407,-58.394709,WPA,AsustekC,1,,
20:CF:30:04:09:EC,Telecentro-fe12,-34.616535,-58.391731,WPA,AsustekC,11,,
20:CF:30:04:0F:9C,Telecentro-47d4,-34.604317,-58.393619,WPA,AsustekC,1,,
20:CF:30:04:21:1C,Telecentro-900a,-34.614788,-58.393364,WPA,AsustekC,1,,
20:CF:30:04:2C:54,Telecentro-ff50,-34.604519,-58.406559,WPA,AsustekC,11,,
20:CF:30:04:2D:30,Telecentro-f29c,-34.604214,-58.401293,WPA,AsustekC,11,,
20:CF:30:04:43:20,Telecentro-852a,-34.609871,-58.395142,WPA,AsustekC,6,,
20:CF:30:04:60:FC,yaninared,-34.605176,-58.410844,WPA,AsustekC,6,,
20:CF:30:04:65:AC,Telecentro-9f70,-34.606867,-58.390379,WPA,AsustekC,11,,
20:CF:30:04:6B:B4,Telecentro-028a,-34.614788,-58.394543,WPA,AsustekC,11,,
20:CF:30:38:8C:1C,Telecentro-27d2,-34.604370,-58.392822,WPA,AsustekC,6,,
20:CF:30:38:8E:28,Telecentro-3834,-34.604359,-58.405746,WPA,AsustekC,11,,
20:CF:30:38:9F:D8,Telecentro-1532,-34.604537,-58.406008,WPA,AsustekC,1,,
20:CF:30:38:D0:3C,Telecentro-e768,-34.610619,-58.395035,WPA,AsustekC,1,,
20:CF:30:38:D3:A0,Telecentro-e204,-34.604389,-58.406860,WPA,AsustekC,0,,
20:CF:30:38:E6:10,Telecentro-b6b2,-34.603821,-58.409348,WPA,AsustekC,1,,
20:CF:30:38:EC:14,Telecentro-d66a,-34.604504,-58.398683,WPA,AsustekC,11,,
20:CF:30:39:0D:64,Telecentro-074e,-34.617962,-58.388439,WPA,AsustekC,11,,
20:CF:30:39:1E:38,telecentro-d8d4,-34.607738,-58.394844,WPA,AsustekC,1,,
20:CF:30:39:21:D8,Telecentro-0070,-34.614475,-58.394737,WPA,AsustekC,1,,
20:CF:30:3F:F1:72,Telecentro-36f0,-34.604483,-58.398342,WPA,AsustekC,1,,
20:CF:30:41:36:C8,Julian,-34.617573,-58.380305,WPA,AsustekC,1,,
20:CF:30:41:54:B8,"Estudio Radio",-34.603462,-58.379566,WPA,AsustekC,3,,
20:CF:30:4E:20:BE,Telecentro-5e92,-34.615795,-58.391670,WPA,AsustekC,1,,
20:CF:30:4E:48:A2,Telecentro-7b7e,-34.604530,-58.398941,WPA,AsustekC,0,,
20:CF:30:4E:56:6A,Telecentro-2ec2,-34.609090,-58.395215,WPA,AsustekC,1,,
20:CF:30:4E:6C:0E,Telecentro-870c,-34.604436,-58.400296,WPA,AsustekC,6,,
20:CF:30:4E:D4:DE,Telecentro-45e2,-34.604132,-58.390874,WPA,AsustekC,1,,
20:CF:30:4E:EB:26,Telecentro-798a,-34.611772,-58.394976,WPA,AsustekC,11,,
20:CF:30:4F:05:0E,"ADRIAN RAMIRO TROST",-34.609521,-58.395203,WPA,AsustekC,11,,
20:CF:30:4F:0F:56,Telecentro-7a4c,-34.611191,-58.395016,WPA,AsustekC,1,,
20:CF:30:4F:C2:E4,Telecentro-a906,-34.618047,-58.389978,WPA,AsustekC,11,,
20:CF:30:4F:CB:B4,Telecentro-8ae8,-34.614919,-58.391835,WPA,AsustekC,6,,
20:CF:30:4F:CF:0C,Telecentro-8c14,-34.604519,-58.405979,WPA,AsustekC,6,,
20:CF:30:4F:CF:20,Telecentro-8c02,-34.604308,-58.407121,WPA,AsustekC,1,,
20:CF:30:4F:D3:A8,Telecentro-9a78,-34.604424,-58.394951,WPA,AsustekC,11,,
20:CF:30:4F:DC:F4,Telecentro-77b6,-34.610153,-58.395080,WPA,AsustekC,1,,
20:CF:30:74:0A:90,Telecentro-1b0a,-34.609344,-58.395219,WPA,AsustekC,6,,
20:CF:30:74:23:08,Telecentro-779e,-34.608093,-58.395122,WPA,AsustekC,6,,
20:CF:30:74:2F:A8,335dee,-34.604529,-58.406028,WPA,AsustekC,6,,
20:CF:30:74:40:D0,Telecentro-8dac,-34.604363,-58.406984,WPA,AsustekC,6,,
20:CF:30:74:48:F0,Telecentro-7e40,-34.617779,-58.383885,WPA,AsustekC,6,,
20:CF:30:78:1C:4A,espanolfacil,-34.604454,-58.395058,WPA,AsustekC,0,,
20:CF:30:78:20:EA,Telecentro-7dc8,-34.615557,-58.391664,WPA,AsustekC,6,,
20:E5:64:D8:84:83,"ft Carrio",-34.607741,-58.389586,WPA,Motorola,6,,
20:E5:64:D8:95:8A,"Fibertel WiFi605",-34.604885,-58.366926,WPA,Motorola,6,,
20:E5:64:D8:9E:E2,"Fibertel WiFi943",-34.617779,-58.383887,WPA,Motorola,1,,
20:E5:64:D8:A0:6E,"FiberCorp WiFi359",-34.604504,-58.398700,WPA,Motorola,1,,
20:E5:64:D8:BD:6B,FTEJERCICIOS,-34.617635,-58.381755,WPA,Motorola,6,,
20:E5:64:D8:BD:83,"Fibertel WiFi916",-34.603957,-58.384583,WPA,Motorola,1,,
20:E5:64:D8:BE:17,"Fibertel WiFi610",-34.617437,-58.391728,WPA,Motorola,1,,
20:E5:64:D9:D8:D3,"Fibertel WiFi932",-34.617106,-58.391689,WPA,Motorola,1,,
20:E5:64:D9:DC:63,"Fibertel WiFi696",-34.607861,-58.392782,WPA,Motorola,1,,
20:E5:64:D9:FD:4E,"DGN Consultora",-34.617866,-58.363514,WPA,Motorola,1,,
20:E5:64:D9:FE:93,"Fibertel WiFi637",-34.617451,-58.375467,WPA,Motorola,11,,
20:E5:64:DA:36:E4,"Fibertel WiFi497",-34.614872,-58.394134,WPA,Motorola,1,,
20:E5:64:DA:6A:2B,"Fibertel WiFi830",-34.604454,-58.395058,WPA,Motorola,1,,
20:E5:64:DA:81:FE,"Fibertel WiFi151",-34.614841,-58.392742,WPA,Motorola,11,,
20:E5:64:DA:A5:9A,"Fibertel WiFi804",-34.610023,-58.395118,WPA,Motorola,11,,
20:E5:64:DA:A9:C0,"Fibertel WiFi307",-34.606762,-58.387997,WPA,Motorola,1,,
20:E5:64:DA:AB:41,"Fibertel WiFi637",-34.603882,-58.387084,WPA,Motorola,6,,
20:E5:64:DA:B8:C5,Chryz4c,-34.603901,-58.409483,WPA,Motorola,1,,
20:E5:64:DB:13:7D,"Fibertel WiFi530",-34.602867,-58.371178,WPA,Motorola,1,,
20:E5:64:DB:17:F5,"Tano 2012",-34.607733,-58.389607,WPA,Motorola,1,,
20:E5:64:DB:1E:3F,"Fibertel WiFi083",-34.607172,-58.390690,WPA,Motorola,6,,
20:E5:64:DB:20:FF,"Fibertel WiFi488",-34.615452,-58.391647,WPA,Motorola,6,,
20:E5:64:DB:44:B8,"Fibertel WiFi734",-34.603906,-58.384068,WPA,Motorola,11,,
20:E5:64:DB:62:46,"Fibertel WiFi593",-34.604545,-58.406135,WPA,Motorola,11,,
20:E5:64:DB:76:7F,"Fibertel WiFi293",-34.615593,-58.391670,WPA,Motorola,0,,
20:E5:64:DB:76:F4,SUAREZ,-34.608887,-58.395252,WEP,Motorola,6,,
20:E5:64:DB:78:39,"Fibertel WiFi199",-34.604329,-58.396020,WPA,Motorola,1,,
20:E5:64:DB:78:4D,"Fibertel WiFi510",-34.614809,-58.393858,WPA,Motorola,11,,
20:E5:64:DB:7C:80,"Fibertel WiFi923",-34.604359,-58.405746,WPA,Motorola,1,,
20:E5:64:DB:8B:97,"Fibertel WiFi869",-34.603992,-58.385143,WPA,Motorola,1,,
20:E5:64:DB:8F:CB,"Fibertel WiFi169",-34.604040,-58.389140,WPA,Motorola,11,,
20:E5:64:DB:C4:51,APOLO,-34.618050,-58.390102,WPA,Motorola,6,,
20:E5:64:DB:C7:58,anabella,-34.617763,-58.383728,WPA,Motorola,6,,
20:E5:64:DD:37:87,"Ft- donadio",-34.606617,-58.388008,WPA,Motorola,1,,
20:E5:64:DD:88:85,Fibertel,-34.603045,-58.372452,WPA,Motorola,1,,
20:E5:64:DD:8E:E9,"Fibertel WiFi327",-34.607834,-58.392933,WPA,Motorola,11,,
20:E5:64:DD:9C:D6,"Fibertel WiFi018",-34.604380,-58.397097,WPA,Motorola,1,,
20:E5:64:DF:CC:E4,GUADOR,-34.604412,-58.397335,WPA,Motorola,11,,
20:E5:64:F8:8B:AC,"Fibertel WiFi054",-34.603844,-58.409300,WPA,Motorola,6,,
20:E5:64:F8:A6:C6,"Fibertel WiFi540",-34.614863,-58.392526,WPA,Motorola,6,,
28:37:37:45:60:A2,"Apple Network 4560a2",-34.611054,-58.395035,WPA,Apple,11,,
28:93:FE:C5:EC:20,avicar,-34.618214,-58.391492,WEP,Cisco,6,,
28:CF:DA:AD:17:5B,Bes2,-34.611645,-58.360767,WPA,Apple,1,,
28:CF:DA:B0:BF:07,BCP3,-34.610822,-58.366047,WPA,Apple,6,,
2C:9E:5F:17:F8:88,"Fibertel WiFi",-34.604278,-58.392001,WPA,Motorola,1,,
2C:9E:5F:17:FE:64,"Emperatriz Wifi",-34.617618,-58.379009,WEP,Motorola,11,,
2C:9E:5F:18:07:C8,WIFIARACENA,-34.604519,-58.399038,WEP,Motorola,11,,
2C:9E:5F:18:1C:18,"Wifi Yanil",-34.603327,-58.378110,WEP,Motorola,11,,
2C:9E:5F:18:39:CC,"Fibertel WiFi790",-34.606780,-58.390306,WPA,Motorola,6,,
2C:9E:5F:18:3E:20,"Fibertel WiFi",-34.607875,-58.395010,WPA,Motorola,6,,
2C:9E:5F:18:50:50,"Fibertel WiFi",-34.609797,-58.395164,WPA,Motorola,1,,
2C:9E:5F:18:53:64,Orozco-WiFi_FB,-34.618043,-58.389944,WPA,Motorola,11,,
2C:9E:5F:18:54:B5,GREGORIO5,-34.617765,-58.383272,WEP,Motorola,11,,
2C:9E:5F:18:55:B7,"Fibertel Lara",-34.611767,-58.361509,WPA,Motorola,11,,
2C:9E:5F:18:58:93,"Fibertel WiFi115",-34.611706,-58.361347,WPA,Motorola,1,,
2C:9E:5F:18:65:EC,ft.ovalle,-34.615295,-58.391612,WPA,Motorola,1,,
2C:9E:5F:18:75:C4,ftRODRIGUEZ,-34.617363,-58.362423,WEP,Motorola,0,,
2C:9E:5F:18:76:14,"jaky WiFi",-34.617787,-58.384424,WPA,Motorola,11,,
2C:9E:5F:18:78:C0,"Fibertel WiFi edgardo",-34.607072,-58.390323,WPA,Motorola,11,,
2C:9E:5F:18:85:34,Juanjo,-34.604519,-58.406124,WEP,Motorola,6,,
2C:9E:5F:18:89:4C,Daniel,-34.617950,-58.388279,WEP,Motorola,6,,
2C:9E:5F:18:92:90,"Fibertel diego hector",-34.604397,-58.394799,WEP,Motorola,11,,
2C:9E:5F:1B:9F:38,"maria suarez",-34.603407,-58.379134,WPA,Motorola,1,,
2C:9E:5F:1B:A1:F1,Motorola490,-34.604553,-58.406433,WPA,Motorola,9,,
2C:9E:5F:1B:A5:83,"Fibertel WiFi143 lopez",-34.604132,-58.407698,WPA,Motorola,11,,
2C:9E:5F:1B:AA:6A,"Fibertel WiFi254",-34.604070,-58.405268,WPA,Motorola,1,,
2C:9E:5F:1B:B9:CD,"Rios Wi-Fi",-34.607155,-58.387762,Open,Motorola,6,,
2C:9E:5F:1B:C3:ED,wfso781b,-34.618041,-58.389896,WPA,Motorola,1,,
2C:9E:5F:1B:C7:E3,"constructora deportiva",-34.617309,-58.360020,WPA,Motorola,1,,
2C:9E:5F:1B:C8:33,federico,-34.612160,-58.362785,WPA,Motorola,11,,
2C:9E:5F:1B:C8:A4,"Alvaro Larrea",-34.611912,-58.358891,WPA,Motorola,11,,
2C:9E:5F:1B:C9:37,SANCHEZ,-34.607952,-58.392357,WEP,Motorola,1,,
2C:9E:5F:1B:C9:63,ftmariaelena,-34.606731,-58.390291,WPA,Motorola,1,,
2C:9E:5F:1B:C9:AA,"Fibertel WiFi-JyC",-34.604487,-58.405937,WPA,Motorola,11,,
2C:9E:5F:1B:FB:B6,"GUILLERMO WIFI",-34.604454,-58.395058,WEP,Motorola,10,,
2C:9E:5F:1B:FD:07,Fibertel-WiFi817,-34.617905,-58.387441,WEP,Motorola,7,,
2C:9E:5F:1B:FF:50,"Fibertel WiFi955",-34.617779,-58.384544,WPA,Motorola,11,,
2C:9E:5F:1B:FF:F7,"ft ludmila",-34.617458,-58.375725,WPA,Motorola,1,,
2C:9E:5F:1C:00:2F,"FT susana",-34.615649,-58.391666,WEP,Motorola,6,,
2C:9E:5F:1C:03:CD,nam-myoho-renge-kyo1,-34.616974,-58.370018,WEP,Motorola,6,,
2C:9E:5F:1C:10:87,"Virginia WiFi",-34.605215,-58.410839,WPA,Motorola,6,,
2C:9E:5F:1C:A4:E1,"juan wifi",-34.618175,-58.390659,WPA,Motorola,1,,
2C:9E:5F:1C:AE:80,**PUPPY**,-34.608810,-58.366455,WPA,Motorola,0,,
30:39:26:65:9B:D2,WT19a,-34.604424,-58.397396,WPA,SonyEric,11,,
30:39:F2:00:C0:87,"WIFI piso 6",-34.603016,-58.371521,WPA,AdbBroad,1,,
30:39:F2:03:DD:2F,JULIAGOS,-34.604261,-58.410442,WEP,AdbBroad,6,,
30:39:F2:06:AD:AB,"Wi-Fi Arnet",-34.604391,-58.405795,WEP,AdbBroad,1,,
30:E4:DB:07:6F:30,"burger king by Fibertel",-34.604305,-58.393707,Open,Cisco,8,,
34:08:04:06:C8:44,Imprenta,-34.617938,-58.388027,WPA,D-Link,6,,
34:08:04:06:DF:62,"Estudio Ferrada",-34.603607,-58.386734,WEP,D-Link,11,,
34:08:04:06:EB:3C,Corrientes,-34.604475,-58.398094,WPA,D-Link,3,,
34:08:04:07:6A:DE,"El Co",-34.614309,-58.394732,WPA,D-Link,6,,
34:08:04:13:6C:10,PC_Network,-34.607864,-58.392803,Open,D-Link,6,,
34:08:04:BB:F0:E2,Webescopio,-34.613363,-58.394696,WPA,D-Link,6,,
34:08:04:BB:F1:3E,ElSombrerero,-34.611534,-58.395016,WPA,D-Link,2,,
34:08:04:BC:00:9C,ilhabela,-34.604486,-58.399891,WPA,D-Link,6,,
34:08:04:BF:98:9C,Anafoix,-34.604454,-58.395058,WEP,D-Link,11,,
34:08:04:BF:B2:7A,Wifi-Luc,-34.617470,-58.376068,WPA,D-Link,3,,
34:08:04:C0:BE:82,"Palestina Libre",-34.612179,-58.364182,WPA,D-Link,6,,
34:08:04:D5:6F:8E,Carlos,-34.617994,-58.388975,WPA,D-Link,6,,
34:08:04:D5:89:2E,dlinkmax,-34.617354,-58.374336,WPA,D-Link,6,,
34:08:04:D5:8A:0E,MetrotelWifi_18187,-34.603092,-58.374973,WPA,D-Link,2,,
34:4B:50:40:03:EF,Marta,-34.615713,-58.391663,WPA,Zte,1,,
34:4B:50:40:05:3F,Rush,-34.604519,-58.405979,WEP,Zte,11,,
34:4B:50:40:05:DB,Speedy-4005DB,-34.604048,-58.389192,WEP,Zte,11,,
34:4B:50:40:06:AF,Speedy-4006AF,-34.604397,-58.395140,WEP,Zte,1,,
34:4B:50:40:09:40,Naraveckis,-34.617170,-58.371080,WEP,Zte,11,,
34:4B:50:40:09:C9,speedytabaris,-34.603394,-58.379051,WPA,Zte,1,,
34:4B:50:40:0F:26,Speedy-400F26,-34.604442,-58.397717,WEP,Zte,1,,
34:4B:50:40:0F:52,49537379,-34.604358,-58.395301,WEP,Zte,1,,
34:4B:50:40:10:0C,Speedy-wifi,-34.604273,-58.396507,WPA,Zte,11,,
34:4B:50:40:11:6F,MMAG,-34.617209,-58.373233,WEP,Zte,11,,
34:4B:50:40:16:DB,Speedy-4016DB,-34.603992,-58.385273,WEP,Zte,11,,
34:4B:50:40:18:9C,Speedy-40189C,-34.606395,-58.388276,WEP,Zte,1,,
34:4B:50:40:1A:F5,Speedy-401AF5,-34.610109,-58.395092,WEP,Zte,1,,
34:4B:50:41:CD:AC,Adriana,-34.616910,-58.369888,WEP,Zte,1,,
34:4B:50:41:D0:59,"Casa Wi-Fi",-34.610279,-58.395058,WPA,Zte,6,,
34:4B:50:41:D1:22,Speedy-41D122,-34.617790,-58.384623,WEP,Zte,1,,
34:4B:50:41:D2:1E,Speedy-41D21E,-34.617641,-58.380100,WEP,Zte,6,,
34:4B:50:41:D3:50,xCam24,-34.604153,-58.405380,WEP,Zte,1,,
34:4B:50:41:D6:83,Casa,-34.617660,-58.377693,WPA,Zte,6,,
34:4B:50:41:D8:B9,Amor,-34.608093,-58.395122,WEP,Zte,6,,
34:4B:50:41:D9:7B,Speedy-41D97B,-34.606709,-58.388943,WEP,Zte,1,,
34:4B:50:41:DA:65,Speedy-41DA65,-34.603975,-58.385348,WEP,Zte,1,,
34:4B:50:41:DA:71,Speedy-41DA71,-34.608118,-58.395113,WEP,Zte,1,,
34:4B:50:41:E3:AD,SUSANWIFI,-34.603758,-58.404833,WPA,Zte,11,,
34:4B:50:41:E4:78,Kuthian,-34.607952,-58.395080,WEP,Zte,1,,
34:4B:50:41:E9:F9,ninja,-34.605181,-58.410838,WEP,Zte,11,,
34:4B:50:41:EE:CB,Speedy-41EECB,-34.603834,-58.386986,WEP,Zte,1,,
34:4B:50:41:EF:CA,CeciWiFi,-34.617198,-58.372923,WPA,Zte,6,,
34:4B:50:41:F1:A2,comisa,-34.603088,-58.372327,WEP,Zte,11,,
34:4B:50:41:F7:D3,Speedy-41F7D3,-34.604148,-58.405402,WPA,Zte,11,,
34:4B:50:41:F7:E9,Speedy-41F7E9,-34.607767,-58.389468,WEP,Zte,6,,
34:4B:50:41:F9:8B,Speedy-41F98B,-34.604091,-58.388379,WEP,Zte,1,,
34:4B:50:41:FD:D2,Speedy-41FDD2,-34.610726,-58.395035,WEP,Zte,1,,
34:4B:50:42:01:6C,Tobi,-34.617636,-58.379962,WEP,Zte,1,,
34:4B:50:42:04:35,ingritapel,-34.617908,-58.387634,WEP,Zte,11,,
34:4B:50:42:09:00,Monica1,-34.604477,-58.406659,WPA,Zte,6,,
34:4B:50:42:11:06,Rozenber,-34.603908,-58.383229,WEP,Zte,6,,
34:4B:50:42:12:90,lautigo,-34.604282,-58.410442,WEP,Zte,1,,
34:4B:50:42:18:D1,Adri08,-34.610559,-58.395035,WPA,Zte,1,,
34:4B:50:42:18:E0,mariselania,-34.604417,-58.394899,WEP,Zte,11,,
34:4B:50:42:1C:5E,Chavala,-34.607979,-58.395016,WEP,Zte,1,,
34:4B:50:42:1D:79,abuelos,-34.604540,-58.406141,WEP,Zte,11,,
34:4B:50:42:20:DC,MAIPU,-34.603252,-58.376820,WEP,Zte,11,,
34:4B:50:42:25:77,Speedy-422577,-34.618275,-58.391773,WEP,Zte,1,,
34:4B:50:42:26:40,Speedy-422640,-34.617607,-58.377121,WEP,Zte,1,,
34:4B:50:42:28:A8,Speedy-4228A8,-34.617660,-58.377933,WEP,Zte,6,,
34:4B:50:42:4C:C7,CRISTINA,-34.617183,-58.371471,WPA,Zte,8,,
34:4B:50:42:4E:58,Norberto-wifi,-34.617222,-58.373312,WPA,Zte,6,,
