bssid,essid,lat,lon,encryption,manufacturer,channel,date_insert,date_update
00:0E:2E:EC:5B:3F,Kahlo1,-34.614533,-58.394719,WEP,EdimaxTe,11,,
00:0E:2E:F0:FE:0D,katty,-34.603821,-58.404930,WEP,EdimaxTe,3,,
00:0E:2E:F1:04:29,WiFi-Balanz,-34.603094,-58.371663,WPA,EdimaxTe,11,,
00:0E:2E:F1:04:D3,Topcom,-34.617966,-58.388496,Open,EdimaxTe,3,,
00:0E:2E:FE:8C:1C,Topcom,-34.604519,-58.406559,WPA,EdimaxTe,3,,
00:0E:6A:29:52:2F,"Hotel Madero",-34.617336,-58.362313,Open,3com,11,,
00:0E:6A:BF:47:34,"Hotel Madero",-34.617706,-58.365768,Open,3com,1,,
00:0E:6A:D3:B6:A4,3Com,-34.603123,-58.371799,Open,3com,11,,
00:0E:83:B6:6E:F1,TCORP,-34.603113,-58.375232,WPA,Cisco,3,,
00:0E:8E:29:CA:D8,wproshow,-34.607222,-58.387784,WPA,Sparklan,6,,
00:0E:E8:D6:3A:C8,Noganet,-34.614910,-58.391791,Open,Zioncom,11,,
00:0E:E8:D9:01:DC,Noganet,-34.614647,-58.394672,WPA,Zioncom,10,,
00:0E:E8:D9:02:CB,PuntaCuore,-34.610035,-58.395109,WPA,Zioncom,1,,
00:0E:E8:D9:0E:5F,Superman,-34.608150,-58.390627,WPA,Zioncom,1,,
00:0E:E8:D9:13:CC,"Mr Darcys",-34.607958,-58.392117,WPA,Zioncom,2,,
00:0E:E8:D9:1A:D9,Sistemas,-34.607651,-58.394627,WEP,Zioncom,11,,
00:0E:F4:E8:03:2B,mgseguros,-34.604370,-58.392632,WEP,KasdaDig,11,,
00:0E:F4:E8:03:59,"Estudio BB",-34.607716,-58.389671,WPA,KasdaDig,1,,
00:0F:34:ED:E8:00,aironet-teracode-4th-a,-34.604343,-58.394507,WEP,Cisco,3,,
00:0F:3D:49:DF:D8,"Parametro SA",-34.604507,-58.399349,WPA,D-Link,6,,
00:0F:3D:AF:84:3B,ATS-AR,-34.603474,-58.379734,WEP,D-Link,9,,
00:0F:66:18:FC:B9,hall,-34.603352,-58.378429,WPA,Cisco-Li,0,,
00:0F:66:9D:4F:BF,linksys,-34.604519,-58.405979,Open,Cisco-Li,6,,
00:0F:66:A7:73:29,Velo,-34.604046,-58.388599,Open,Cisco-Li,6,,
00:0F:A3:F0:8F:AB,PH,-34.611257,-58.365542,WEP,AlphaNet,12,,
00:0F:A3:F0:9F:56,MB_IT_Test,-34.611959,-58.362368,WEP,AlphaNet,9,,
00:0F:A3:F1:AD:26,ASSHOLE,-34.604359,-58.405746,WEP,AlphaNet,13,,
00:0F:A3:F2:32:D0,"Wi-Fidel 1",-34.608372,-58.366520,WEP,AlphaNet,8,,
00:0F:B5:13:27:26,NETCASA,-34.604702,-58.366947,WEP,Netgear,11,,
00:0F:B5:EC:4C:72,Travelgame,-34.603953,-58.385377,WPA,Netgear,1,,
00:0F:CB:9E:80:AF,"SSC - WIFI Callao",-34.604308,-58.393885,WPA,3com,11,,
00:0F:CB:AC:23:E1,"SSC - WIFI Corrientes",-34.604376,-58.394673,WPA,3com,11,,
00:0F:CB:B4:7E:62,3Com,-34.602432,-58.367942,Open,3com,11,,
00:0F:CB:FB:EA:C2,atlan83,-34.617180,-58.361736,WEP,3com,8,,
00:0F:CB:FC:96:4F,"HOTEL DUOMI PLAZA",-34.607180,-58.388156,Open,3com,1,,
00:0F:CB:FC:D0:4F,"HOTEL DUOMI PLAZA",-34.607216,-58.388195,Open,3com,11,,
00:0F:CB:FC:DE:E2,WiFi-Bar1,-34.604249,-58.396340,WEP,3com,11,,
00:0F:CB:FD:A2:ED,EstudioBurlando,-34.606083,-58.366749,WPA,3com,11,,
00:0F:CB:FE:63:9A,EstudioSabatini,-34.604038,-58.388340,WPA,3com,9,,
00:0F:CB:FE:99:2A,Daquil,-34.603771,-58.386477,WPA,3com,6,,
00:0F:CB:FF:4B:AD,LIBERTYLOBBY,-34.603174,-58.376216,WPA,3com,6,,
00:0F:CB:FF:56:CD,LIBERTYCONFITERIA,-34.603189,-58.376347,WPA,3com,6,,
00:0F:F7:F9:95:20,"Wi-Fi Arnet",-34.602477,-58.368151,WEP,Cisco,1,,
00:11:09:0C:A8:FB,Resalto,-34.603955,-58.385400,WPA,Micro-St,11,,
00:11:09:0C:BF:FD,NES,-34.607958,-58.392201,WPA,Micro-St,11,,
00:11:09:0C:F2:B1,MSI,-34.617931,-58.387955,WEP,Micro-St,11,,
00:11:09:0D:5A:4F,MSI,-34.604361,-58.392854,WPA,Micro-St,11,,
00:11:09:0D:5C:8B,MSI,-34.602712,-58.369354,Open,Micro-St,11,,
00:11:09:0D:5C:E9,"Estudio MGF",-34.604015,-58.388985,WPA,Micro-St,11,,
00:11:09:C0:12:87,RG54G2,-34.604141,-58.391146,WEP,Micro-St,7,,
00:11:2F:90:E5:C3,ELSYS,-34.604067,-58.388320,WPA,AsustekC,6,,
00:11:3B:02:05:70,IR-AP,-34.603104,-58.375005,WEP,Micronet,11,,
00:11:3B:02:5E:29,accesstd,-34.605175,-58.388010,WEP,Micronet,13,,
00:11:3B:0C:D2:4C,AGROPE-GEREN,-34.602814,-58.370895,WPA,Micronet,11,,
00:11:3B:0D:22:6A,Fideisalud,-34.606342,-58.388117,WEP,Micronet,11,,
00:11:3B:0D:3F:2F,"WI-FI OS",-34.607769,-58.389458,WPA,Micronet,11,,
00:11:3B:0D:41:3A,nts3,-34.612148,-58.362732,WEP,Micronet,11,,
00:11:3B:0D:41:3E,nts2,-34.604717,-58.366955,WEP,Micronet,11,,
00:11:3B:0D:41:B0,"Estudio Arq",-34.611658,-58.365935,WEP,Micronet,11,,
00:11:3B:0D:46:75,nts7,-34.612912,-58.362624,WEP,Micronet,11,,
00:11:3B:0D:46:7F,nts06,-34.611154,-58.364846,WEP,Micronet,11,,
00:11:3B:0D:83:5D,HOGARWL,-34.604359,-58.405746,WEP,Micronet,6,,
00:11:3B:0D:89:5B,default,-34.604485,-58.398392,Open,Micronet,11,,
00:11:3B:0D:8C:47,SOFTMAGIC2,-34.604359,-58.400661,WEP,Micronet,11,,
00:11:3B:0D:8C:7D,Contador,-34.606478,-58.388008,WPA,Micronet,1,,
00:11:3B:11:C2:96,EstudioE2,-34.603521,-58.380728,WPA,Micronet,11,,
00:11:3B:1D:08:F8,Despencity,-34.604370,-58.392548,WPA,Micronet,6,,
00:11:3B:25:82:40,"AP 29",-34.604138,-58.410319,Open,Micronet,1,,
00:11:95:77:3B:10,"Estudio Goldstein",-34.604424,-58.397396,WPA,D-Link,11,,
00:12:0E:90:85:74,KUCHILUEN,-34.618018,-58.389394,WPA,Abocom,9,,
00:12:17:09:C6:0B,"RH EXTRACCIONES",-34.603915,-58.382378,WPA,Cisco-Li,8,,
00:12:17:13:AE:D5,RIG,-34.603107,-58.371871,WPA,Cisco-Li,6,,
00:12:17:26:4E:F3,mininterior,-34.604786,-58.366947,WEP,Cisco-Li,6,,
00:12:17:46:40:BF,PPwifi,-34.609451,-58.366355,WPA,Cisco-Li,11,,
00:12:17:6D:5C:1E,linksys1,-34.603131,-58.371685,Open,Cisco-Li,6,,
00:12:17:C3:23:06,"WL Ofi",-34.609978,-58.395126,WPA,Cisco-Li,2,,
00:12:17:CE:E4:1C,minie,-34.611622,-58.360535,WEP,Cisco-Li,6,,
00:12:7F:07:6C:00,"?Cloaked Network?",-34.604328,-58.410395,WPA,Cisco,1,,
00:12:7F:07:6C:30,"?Cloaked Network?",-34.604272,-58.410264,WPA,Cisco,6,,
00:12:7F:5B:65:10,"?Cloaked Network?",-34.604709,-58.410609,WPA,Cisco,6,,
00:12:BF:24:62:37,fortinet,-34.610924,-58.366207,WPA,Arcadyan,5,,
00:13:10:14:A4:55,"Estudio C&amp;Asoc",-34.604214,-58.391529,WEP,Cisco-Li,6,,
00:13:10:18:87:A7,linksys,-34.604179,-58.392211,WPA,Cisco-Li,6,,
00:13:10:23:19:8A,linksys,-34.617168,-58.361626,Open,Cisco-Li,6,,
00:13:10:42:AA:88,Felice,-34.603821,-58.385853,WPA,Cisco-Li,6,,
00:13:10:44:31:42,CVO2,-34.603123,-58.371799,WPA,Cisco-Li,0,,
00:13:10:44:6E:2F,WIFI-P22SALAN,-34.604875,-58.367073,WPA,Cisco-Li,10,,
00:13:10:61:D0:0A,matrix_network,-34.604408,-58.395152,WPA,Cisco-Li,6,,
00:13:10:63:9F:27,linksys,-34.603973,-58.384800,WEP,Cisco-Li,6,,
00:13:10:7F:DA:5A,ravignani,-34.604851,-58.366947,WPA,Cisco-Li,8,,
00:13:10:81:56:F7,WLAN,-34.618034,-58.389636,WPA,Cisco-Li,6,,
00:13:10:81:C5:88,gim,-34.618288,-58.391603,WPA,Cisco-Li,11,,
00:13:10:94:44:00,"?Cloaked Network?",-34.618038,-58.365467,WPA,Cisco-Li,6,,
00:13:10:94:67:CA,OSAKA_PB,-34.612060,-58.362572,WPA,Cisco-Li,10,,
00:13:10:96:2A:72,linksys,-34.617226,-58.373289,Open,Cisco-Li,6,,
00:13:10:96:2C:37,CORRIENTES,-34.604335,-58.395279,WPA,Cisco-Li,11,,
00:13:10:E2:F9:50,Lorraine,-34.604081,-58.388958,WPA,Cisco-Li,6,,
00:13:10:E8:6B:60,Ayamitre,-34.608854,-58.395218,WPA,Cisco-Li,6,,
00:13:10:E8:6B:96,linksys,-34.603275,-58.376926,WPA,Cisco-Li,6,,
00:13:10:E8:77:7E,agrowifi5i,-34.607727,-58.394764,WPA,Cisco-Li,6,,
00:13:10:F6:CF:5F,corrientes.grippo.com,-34.603317,-58.377634,WPA,Cisco-Li,6,,
00:13:10:F6:D0:31,linksys_SES_VOC,-34.611762,-58.366055,Open,Cisco-Li,6,,
00:13:1A:57:C9:B0,4ULguests,-34.603782,-58.367110,WPA,Cisco,6,,
00:13:33:99:CF:8C,SW,-34.603391,-58.379038,WEP,Baudtec,5,,
00:13:33:A4:D4:88,camille,-34.603284,-58.377338,WEP,Baudtec,11,,
00:13:33:A5:64:00,DAN,-34.604424,-58.400059,WPA,Baudtec,11,,
00:13:46:4A:49:E4,clef,-34.604313,-58.393773,WEP,D-Link,9,,
00:13:46:89:1D:16,default,-34.607278,-58.390716,WPA,D-Link,6,,
00:13:46:AB:2F:78,NOVATERRA,-34.603500,-58.380016,WEP,D-Link,6,,
00:13:46:EE:CE:E8,Lucre,-34.613985,-58.394670,WPA,D-Link,6,,
00:13:64:41:A5:04,walva,-34.604488,-58.399887,WEP,Paradigm,11,,
00:13:D3:7F:02:93,MSI,-34.603737,-58.386906,WEP,Micro-St,8,,
00:13:F7:02:86:50,SMC,-34.616974,-58.370018,WPA,SmcNetwo,6,,
00:13:F7:20:49:E5,gemusesupe,-34.618213,-58.391788,WPA,SmcNetwo,6,,
00:13:F7:64:FC:8F,SMC,-34.612156,-58.362979,WEP,SmcNetwo,6,,
00:13:F7:64:FD:40,ReyBar,-34.614860,-58.392460,WPA,SmcNetwo,11,,
00:13:F7:65:0B:59,Mhome,-34.604118,-58.402372,WPA,SmcNetwo,3,,
00:13:F7:8B:7A:33,Camara-N,-34.616613,-58.368277,WPA,SmcNetwo,8,,
00:13:F7:8D:8E:2A,"LA TENES ADENTRO",-34.606800,-58.390309,WPA,SmcNetwo,6,,
00:13:F7:8F:D3:D1,SMC,-34.614849,-58.392632,Open,SmcNetwo,6,,
00:13:F7:97:42:4E,LEADER03,-34.603945,-58.384479,WPA,SmcNetwo,9,,
00:13:F7:97:EC:FB,airlive,-34.612244,-58.358610,Open,SmcNetwo,6,,
00:13:F7:C9:92:D9,"red bulat",-34.614735,-58.394627,WPA,SmcNetwo,9,,
00:13:F7:E5:BB:98,OjeaNet-office,-34.606982,-58.366654,WPA,SmcNetwo,3,,
00:14:1C:15:65:40,aironet-teracode-5th,-34.604371,-58.394644,WEP,Cisco,8,,
00:14:6C:78:F0:F6,drhouse,-34.617966,-58.388528,WPA,Netgear,11,,
00:14:78:B5:FC:22,Gaby,-34.617779,-58.384331,WPA,Shenzhen,10,,
00:14:78:B9:5E:CE,DTO,-34.612150,-58.362958,WPA,Shenzhen,6,,
00:14:78:C2:DC:0C,AguilAs,-34.603855,-58.409291,WEP,Shenzhen,6,,
00:14:78:DE:E6:9C,Brisas,-34.614039,-58.358378,WPA,Shenzhen,6,,
00:14:78:EC:3E:6A,Concesionaria,-34.617638,-58.380044,WPA,Shenzhen,6,,
00:14:7C:B6:D9:EE,3Com,-34.617844,-58.363365,WEP,3com,0,,
00:14:7C:B9:64:D4,3Com,-34.604270,-58.396490,Open,3com,11,,
00:14:7C:BB:61:22,3Com,-34.609798,-58.395164,WPA,3com,11,,
00:14:7C:BC:AE:93,WIFIADP,-34.603062,-58.374266,WPA,3com,13,,
00:14:A5:86:18:A1,"Alicia wifi",-34.616943,-58.391712,WEP,GemtekTe,6,,
00:14:A5:8A:F0:B7,"prk 1",-34.611870,-58.362099,WEP,GemtekTe,11,,
00:14:BF:0E:0D:9E,Degiacomo,-34.603371,-58.378899,WPA,Cisco-Li,6,,
00:14:BF:1C:A6:BE,"ADL Bs.As. WiFi",-34.605204,-58.366883,WPA,Cisco-Li,0,,
00:14:BF:28:47:A2,PSGI-SP,-34.617137,-58.366254,WPA,Cisco-Li,6,,
00:14:BF:29:2C:D7,linksys_SES_17714,-34.604217,-58.401237,WPA,Cisco-Li,0,,
00:14:BF:29:96:7F,elfarobar,-34.612255,-58.358601,Open,Cisco-Li,6,,
00:14:BF:31:2C:32,papacucho,-34.604519,-58.406095,WPA,Cisco-Li,6,,
00:14:BF:31:3D:E1,EKS,-34.603039,-58.373730,WEP,Cisco-Li,11,,
00:14:BF:33:AA:53,Hotel-Corintio,-34.611729,-58.394993,WEP,Cisco-Li,1,,
00:14:BF:34:94:E0,linksys_SES_26042,-34.604454,-58.395058,WPA,Cisco-Li,6,,
00:14:BF:43:6E:C3,.::ArgTube.com:.,-34.603973,-58.384800,WPA,Cisco-Li,0,,
00:14:BF:44:13:2A,PipUp,-34.616627,-58.391712,WPA,Cisco-Li,6,,
00:14:BF:44:13:42,EFEBAS,-34.617883,-58.363712,WPA,Cisco-Li,1,,
00:14:BF:77:E3:13,FyP,-34.612138,-58.365546,WPA,Cisco-Li,6,,
00:14:BF:77:E3:22,RIF,-34.602420,-58.367773,WPA,Cisco-Li,6,,
00:14:BF:77:E5:FB,novisys,-34.611455,-58.366079,WPA,Cisco-Li,6,,
00:14:BF:7A:FE:9B,voltaredsincable,-34.604370,-58.392849,WPA,Cisco-Li,6,,
00:14:BF:7C:01:0E,ROUTER_S,-34.603013,-58.372906,WPA,Cisco-Li,6,,
00:14:BF:A7:B1:5B,785,-34.604300,-58.396646,WPA,Cisco-Li,6,,
00:14:BF:AD:A3:1B,JL,-34.612148,-58.363342,Open,Cisco-Li,6,,
00:14:BF:AD:FE:41,linksys,-34.615336,-58.391628,WPA,Cisco-Li,6,,
00:14:BF:B6:BF:B9,SMK,-34.602875,-58.367420,WPA,Cisco-Li,6,,
00:14:BF:B7:09:78,linksys,-34.603478,-58.379823,WPA,Cisco-Li,6,,
00:14:BF:D2:42:BD,Est-B,-34.603565,-58.381302,WEP,Cisco-Li,0,,
00:14:BF:D3:2A:97,"FOX Express",-34.616985,-58.391689,WPA,Cisco-Li,6,,
00:14:BF:E0:4B:1F,"Gateway Paye",-34.614647,-58.394672,WPA,Cisco-Li,6,,
00:14:BF:E0:E4:16,"Ronal Tours",-34.606098,-58.390381,WPA,Cisco-Li,0,,
00:14:BF:E8:3D:BF,ArtDeco-Piso9,-34.603981,-58.384758,WPA,Cisco-Li,3,,
00:14:BF:E9:01:9A,kourad,-34.617234,-58.358666,WPA,Cisco-Li,6,,
00:14:BF:EB:0A:C8,Ricardo,-34.614647,-58.394672,WEP,Cisco-Li,11,,
00:14:BF:EC:F0:49,evolwifi,-34.603962,-58.408554,WPA,Cisco-Li,1,,
00:14:BF:EE:80:8F,linksys,-34.615103,-58.391622,WPA,Cisco-Li,6,,
00:14:D1:34:69:19,"Esmeralda 320c",-34.603346,-58.378450,WPA,Trendnet,7,,
00:14:D1:4F:D9:DE,DIRECTOR,-34.608887,-58.395252,Open,Trendnet,0,,
00:14:D1:56:DF:69,"Salon Meridiano",-34.612191,-58.364391,Open,Trendnet,11,,
00:14:D1:68:54:E6,Champion-Wireless,-34.607768,-58.366576,WPA,Trendnet,1,,
00:14:D1:68:54:EE,MRZ,-34.603096,-58.371862,WPA,Trendnet,6,,
00:14:D1:9B:38:04,Centro,-34.617315,-58.373922,WEP,Trendnet,11,,
00:14:D1:BC:AD:42,TRENDNET,-34.604627,-58.366958,WPA,Trendnet,6,,
00:14:D1:CA:90:84,Plateanet,-34.604301,-58.392137,Open,Trendnet,11,,
00:14:D1:CA:94:F0,TRENDnet,-34.603791,-58.386059,Open,Trendnet,5,,
00:14:D1:CA:99:50,Plateanet,-34.603388,-58.379024,Open,Trendnet,11,,
00:14:D1:CD:54:A4,Plateanet,-34.603947,-58.385160,Open,Trendnet,12,,
00:14:D1:CD:54:BC,Plateanet,-34.603793,-58.386089,Open,Trendnet,10,,
00:14:D1:D1:E8:58,Alpha2000_c1024c33,-34.607444,-58.390726,WPA,Trendnet,6,,
00:14:D1:D1:EF:B0,fabiana,-34.617027,-58.391689,WPA,Trendnet,1,,
00:14:D1:D1:F1:A4,FinanceGroup,-34.606270,-58.388149,WPA,Trendnet,1,,
00:14:D1:D4:7A:28,pitufo,-34.603951,-58.385360,WPA,Trendnet,11,,
00:14:D1:D4:7B:6A,NodoTREND,-34.605303,-58.410840,WPA,Trendnet,9,,
00:14:D1:E2:35:78,PYT-WIFI,-34.604519,-58.405979,WEP,Trendnet,4,,
00:14:D1:ED:50:3E,GAPCtes,-34.603329,-58.378128,WPA,Trendnet,6,,
00:15:63:9A:19:10,"?Cloaked Network?",-34.602436,-58.367916,WPA,Cisco,7,,
00:15:63:C3:D9:30,"?Cloaked Network?",-34.602474,-58.368184,WPA,Cisco,7,,
00:15:6D:4A:CE:F3,"?Cloaked Network?",-34.618040,-58.389887,WPA,Ubiquiti,3,,
00:15:6D:4C:E5:48,RG54G3,-34.604336,-58.394436,WPA,Ubiquiti,0,,
00:15:6D:5E:74:39,tectra,-34.607013,-58.387863,WPA,Ubiquiti,7,,
00:15:6D:7A:64:78,APLG-Chain2,-34.602661,-58.369210,WPA,Ubiquiti,7,,
00:15:6D:7C:E3:EF,AHC,-34.607908,-58.392555,Open,Ubiquiti,1,,
00:15:6D:82:02:4D,"Hotel Presidente",-34.603630,-58.381538,Open,Ubiquiti,6,,
00:15:6D:8C:04:01,APS,-34.602704,-58.369294,WPA,Ubiquiti,1,,
00:15:6D:8C:D0:EA,ITBA,-34.602453,-58.368166,Open,Ubiquiti,4,,
00:15:6D:8C:D1:14,ITBA,-34.603304,-58.367283,Open,Ubiquiti,5,,
00:15:6D:8E:19:FB,APS,-34.602682,-58.369270,WPA,Ubiquiti,11,,
00:15:6D:9C:77:4C,"Salon Congreso",-34.607881,-58.392640,Open,Ubiquiti,1,,
00:15:6D:9C:B1:AA,AHC,-34.607921,-58.392486,Open,Ubiquiti,4,,
00:15:6D:9C:B1:CD,AHC,-34.607906,-58.392570,Open,Ubiquiti,1,,
00:15:6D:9C:B1:F4,AHC,-34.607834,-58.392933,Open,Ubiquiti,9,,
00:15:6D:9C:B2:09,AHC,-34.607834,-58.392933,Open,Ubiquiti,1,,
00:15:6D:A7:5E:46,lawrenceofarabia9,-34.603123,-58.371799,WPA,Ubiquiti,10,,
00:15:6D:D8:85:4E,"Las Naciones",-34.603358,-58.378683,Open,Ubiquiti,1,,
00:15:6D:DA:51:AD,"Las Naciones",-34.603327,-58.377846,Open,Ubiquiti,8,,
00:15:6D:DA:5C:91,"Las Naciones",-34.603361,-58.378495,Open,Ubiquiti,1,,
00:15:6D:DC:06:3D,ITBA,-34.602921,-58.370575,WPA,Ubiquiti,1,,
00:15:6D:E2:73:BE,ITBA,-34.604134,-58.367035,Open,Ubiquiti,4,,
00:15:6D:E2:79:F5,Cimsa08,-34.617706,-58.365768,WEP,Ubiquiti,1,,
00:15:6D:EA:15:25,"Las Naciones",-34.603317,-58.377933,Open,Ubiquiti,6,,
00:15:6D:EA:56:86,ITBA,-34.602561,-58.368854,Open,Ubiquiti,1,,
00:15:6D:EA:57:C3,ITBA,-34.604100,-58.367076,Open,Ubiquiti,3,,
00:15:6D:FC:AA:69,lgbwifi2,-34.602688,-58.369252,WPA,Ubiquiti,2,,
00:15:70:CA:FE:50,"?Cloaked Network?",-34.603102,-58.374938,WPA,SymbolTe,11,,
00:15:77:E9:36:9C,Asoc_Forestal,-34.607674,-58.394417,WPA,AlliedTe,11,,
00:15:77:E9:39:0C,experticesa,-34.604294,-58.394134,WPA,AlliedTe,11,,
00:15:77:E9:39:88,lebe,-34.603069,-58.374264,WPA,AlliedTe,11,,
00:15:77:F2:01:50,rimsa,-34.603596,-58.367165,WPA,AlliedTe,11,,
00:15:77:F2:03:04,vencejo,-34.609421,-58.366348,WPA,AlliedTe,11,,
00:15:77:F2:05:2C,airlan,-34.603050,-58.371628,WPA,AlliedTe,11,,
00:15:77:F2:05:38,Azucarera,-34.603071,-58.373957,WPA,AlliedTe,11,,
00:15:77:F2:05:44,lyzconsultores,-34.606657,-58.387997,WPA,AlliedTe,11,,
00:15:77:F2:06:B4,SOLAUTOMAT,-34.611400,-58.366179,WPA,AlliedTe,11,,
00:15:77:F2:07:34,NCH,-34.604477,-58.398300,WPA,AlliedTe,11,,
00:15:77:F2:07:D0,"Estudio Marra Sanchez",-34.603340,-58.378279,WPA,AlliedTe,11,,
00:15:77:F2:08:44,jesusmisericordioso,-34.606270,-58.388149,WPA,AlliedTe,11,,
00:15:77:F2:08:74,esencias,-34.608017,-58.395103,WPA,AlliedTe,11,,
00:15:77:F2:08:C0,OBSTE,-34.604454,-58.395058,WPA,AlliedTe,8,,
00:15:77:F2:09:20,"Consultoria Global",-34.603988,-58.367460,WEP,AlliedTe,11,,
00:15:77:F2:0A:AC,Faraco,-34.603710,-58.386866,WPA,AlliedTe,11,,
00:15:77:F2:0C:40,mercedesma,-34.606565,-58.388705,WPA,AlliedTe,11,,
00:15:77:F7:D1:64,"Parrilla Myriam",-34.604181,-58.402128,WPA,AlliedTe,11,,
00:15:E9:0D:11:50,"CRUCEROS 2",-34.617358,-58.362402,Open,D-Link,6,,
00:15:EC:03:46:E8,SeteTec,-34.602415,-58.367851,WPA,BocaDevi,11,,
00:15:EC:10:C0:72,WIFI-SPEEDY,-34.607922,-58.392246,WEP,BocaDevi,1,,
00:15:EC:10:C6:C6,Daniel_WiFi,-34.604153,-58.410358,WEP,BocaDevi,1,,
00:15:EC:10:C9:1B,oaky65,-34.617782,-58.384447,WPA,BocaDevi,1,,
00:15:EC:10:CB:26,victor,-34.617658,-58.377837,WEP,BocaDevi,1,,
00:15:EC:10:D6:F5,"La Revisteria",-34.603703,-58.386614,WPA,BocaDevi,11,,
00:15:EC:10:DC:CF,gas,-34.604000,-58.385187,WPA,BocaDevi,11,,
00:15:EC:10:E7:1D,danielito,-34.617633,-58.378611,WEP,BocaDevi,11,,
00:15:EC:10:E7:33,Richi,-34.617027,-58.391689,Open,BocaDevi,1,,
00:15:EC:13:88:62,speedy,-34.617453,-58.375435,WEP,BocaDevi,6,,
00:15:EC:13:8A:5D,MESA,-34.617456,-58.375650,WPA,BocaDevi,6,,
00:15:EC:13:92:A3,ines,-34.616659,-58.369459,WPA,BocaDevi,11,,
00:15:EC:13:99:EA,SebastianWIFI,-34.610815,-58.395030,WPA,BocaDevi,6,,
00:15:EC:13:9B:FE,romina,-34.604370,-58.392548,WEP,BocaDevi,1,,
00:15:EC:13:A0:06,Speedy-Wifi,-34.609364,-58.395229,WEP,BocaDevi,11,,
00:15:EC:13:A0:24,conexion-wifi,-34.617660,-58.377721,WEP,BocaDevi,11,,
00:15:EC:13:A2:12,"MONSTER HOUSE",-34.617630,-58.378620,WPA,BocaDevi,1,,
00:15:EC:13:A5:0A,JuanCarlos,-34.603512,-58.380554,WEP,BocaDevi,1,,
00:15:EC:13:A5:5C,speedywifi1,-34.603933,-58.385243,WEP,BocaDevi,6,,
00:15:EC:13:A7:D9,ciarlante,-34.603375,-58.378900,WEP,BocaDevi,11,,
00:15:EC:13:A9:BB,Gino,-34.604345,-58.395264,WEP,BocaDevi,11,,
00:15:EC:13:BB:7A,"ROJO MI VIDA",-34.603939,-58.383497,WEP,BocaDevi,11,,
00:15:EC:13:BF:91,margarita1,-34.616957,-58.358002,WEP,BocaDevi,6,,
00:15:EC:13:C4:C2,SpeedyWiFi1,-34.615111,-58.391602,WEP,BocaDevi,6,,
00:15:EC:13:C5:8B,jorgea,-34.617985,-58.388706,WEP,BocaDevi,1,,
00:15:EC:13:C5:E8,mariaemma,-34.617780,-58.384523,WEP,BocaDevi,6,,
00:15:EC:13:CB:DE,silo,-34.617189,-58.373140,WEP,BocaDevi,11,,
00:15:EC:13:D3:42,beatricita,-34.615804,-58.391670,WEP,BocaDevi,11,,
00:15:EC:13:D7:79,Nodito,-34.617453,-58.375478,Open,BocaDevi,1,,
00:15:EC:13:D8:BB,Casadelokos,-34.603944,-58.385398,WEP,BocaDevi,11,,
00:15:EC:13:DF:61,SpeedyWF11,-34.614845,-58.392697,WEP,BocaDevi,6,,
00:15:EC:13:DF:99,CHICHE,-34.607367,-58.390734,WPA,BocaDevi,1,,
00:15:EC:13:E7:28,Monica,-34.617458,-58.375854,WEP,BocaDevi,1,,
00:15:EC:13:ED:ED,kika,-34.604454,-58.395058,WEP,BocaDevi,1,,
00:15:EC:13:EE:11,Yamira,-34.617738,-58.383006,WPA,BocaDevi,11,,
00:15:EC:13:F7:F5,"No abusar o se corta",-34.610469,-58.395037,WEP,BocaDevi,11,,
00:15:EC:13:F8:C4,Ariana,-34.610550,-58.395035,WPA,BocaDevi,6,,
00:15:EC:13:F9:BB,SpeedyWiFi,-34.616905,-58.368863,Open,BocaDevi,1,,
00:15:EC:13:FE:47,CasaBolivar,-34.617145,-58.372528,WPA,BocaDevi,10,,
00:15:EC:13:FF:52,SpeedyWiFi900,-34.617620,-58.379151,WPA,BocaDevi,1,,
00:15:EC:14:04:A4,"patricia 1205",-34.603376,-58.378915,WEP,BocaDevi,6,,
00:15:EC:14:08:1D,robert,-34.604519,-58.398834,WEP,BocaDevi,11,,
00:15:EC:14:0A:5E,"Punto Rojo",-34.603371,-58.378899,WEP,BocaDevi,11,,
00:15:EC:14:0B:EE,reddeby,-34.606590,-58.388943,WPA,BocaDevi,6,,
00:15:EC:14:10:F9,quartopisowifi,-34.604465,-58.400120,Open,BocaDevi,11,,
00:15:EC:14:11:5F,Naty,-34.617630,-58.381241,WEP,BocaDevi,1,,
00:15:EC:14:1A:CF,"Ernesto 2",-34.617275,-58.361330,WPA,BocaDevi,6,,
00:15:EC:14:22:08,marcelolibonatti,-34.603967,-58.387297,WPA,BocaDevi,11,,
00:15:EC:14:22:FE,laura,-34.614268,-58.394726,WEP,BocaDevi,11,,
00:15:EC:14:27:47,Speedy,-34.604519,-58.405979,WEP,BocaDevi,1,,
00:15:EC:14:2B:30,WiFi1,-34.604359,-58.392814,WEP,BocaDevi,11,,
00:15:EC:14:2B:AD,Gabriela,-34.612980,-58.394744,WEP,BocaDevi,1,,
00:15:EC:14:2B:FF,SpeedyWiFi,-34.607361,-58.366627,Open,BocaDevi,11,,
00:15:EC:14:33:DE,SpeedyWiFi,-34.614647,-58.394672,Open,BocaDevi,1,,
00:15:EC:14:34:72,Evangelina,-34.606846,-58.387978,WEP,BocaDevi,1,,
00:15:EC:14:35:0D,LAUTARO,-34.617637,-58.379899,WEP,BocaDevi,11,,
